"zone","ID","fam","taxagroup","species","longevity","growth","densityCHAVE","human.influ","tseas","moistwetq","low.w.rad","temp","moistdq","cloud","soil_class","alt.group","phylo"
"Tropics",313,"Meliaceae","Eudicot","Chukrasia tabularis",267,4.4,0.548,10,1725,1.3,101.52,24.4,0.22,200,"Acrisols","Lowland","Chukrasia_tabularis"
"Tropics",314,"Lauraceae","Eudicot","Neolitsea obtusifolia",136,2.8,0.553,10,1725,1.3,101.52,24.4,0.22,200,"Acrisols","Lowland","Neolitsea_obtusifolia"
"Tropics",315,"Meliaceae","Eudicot","Toona ciliata",210,6.8,0.376,10,1725,1.3,101.52,24.4,0.22,200,"Acrisols","Lowland","Toona_ciliata"
"Tropics",316,"Ulmaceae","Eudicot","Ampelocera ruizii",82,3.9,0.648,9,1873,1.09,145.28,25.1,0.35,130,"Ferralsols","Lowland","Ampelocera_ruizii"
"Tropics",317,"Lecythidaceae","Eudicot","Cariniana ianeirensis",170,5.1,0.553,9,1873,1.09,145.28,25.1,0.35,130,"Ferralsols","Lowland","Cariniana_ianeirensis"
"Tropics",318,"Euphorbiaceae","Eudicot","Hura crepitans",163,8.4,0.367,9,1873,1.09,145.28,25.1,0.35,130,"Ferralsols","Lowland","Hura_crepitans"
"Tropics",319,"Fabaceae","Eudicot","Schizolobium parahyba",23,23.7,0.58,9,1873,1.09,145.28,25.1,0.35,130,"Ferralsols","Lowland","Schizolobium_parahyba"
"Tropics",320,"Fabaceae","Eudicot","Sweetia fruticosa",220,3.1,0.783,9,1873,1.09,145.28,25.1,0.35,130,"Ferralsols","Lowland","Sweetia_fruticosa"
"Tropics",321,"Fabaceae","Eudicot","Schizolobium parahyba",69,23.6,0.347,18,2012,1.26,113.66,23.2,0.77,121,"Acrisols","Lowland","Schizolobium_parahyba"
"Tropics",322,"Pinaceae","Conifer","Pinus douglasiana",219,NA,0.45,30,1571,1.38,137.98,16.5,0.2,275,"Regosols","High altitude","Pinus_douglasiana"
"Tropics",323,"Apocynaceae","Eudicot","Aspidosperma quebracho-blanco",234,2.2,0.753,9,1956,0.92,137.96,24.6,0.35,135,"Ferralsols","Lowland","Aspidosperma_quebracho-blanco"
"Tropics",324,"Santalaceae","Eudicot","Santalum paniculatum",88,2.8,0.758,8,1179,0.74,120.1,13.5,0.18,67,"Leptosols","High altitude","Santalum_paniculatum"
"Tropics",325,"Malvaceae","Eudicot","Eriotheca gracilipes",18,3.68,0.459,54,2064,1.24,137.25,22.2,0.21,229,"Ferralsols","Lowland","Eriotheca_gracilipes"
"Tropics",326,"Vochysiaceae","Eudicot","Qualea parviflora",16,4.24,0.647,54,2064,1.24,137.25,22.2,0.21,229,"Ferralsols","Lowland","Qualea_parviflora"
"Tropics",327,"Fabaceae","Eudicot","Stryphnodendron adstringens",15,4.82,1.19,54,2064,1.24,137.25,22.2,0.21,229,"Ferralsols","Lowland","Stryphnodendron_adstringens"
"Tropics",328,"Anacardiaceae","Eudicot","Astronium fraxinifolium",22,4.34,0.85,54,2064,1.24,137.25,22.2,0.21,229,"Ferralsols","Lowland","Astronium_fraxinifolium"
"Tropics",329,"Malpighiaceae","Eudicot","Byrsonima coccolobifolia",10,5.5,0.634,54,2064,1.24,137.25,22.2,0.21,229,"Ferralsols","Lowland","Byrsonima_coccolobifolia"
"Tropics",330,"Dilleniaceae","Eudicot","Curatella americana",14,5.48,0.65,54,2064,1.24,137.25,22.2,0.21,229,"Ferralsols","Lowland","Curatella_americana"
"Tropics",331,"Vochysiaceae","Eudicot","Qualea grandiflora",16,4.3,0.647,54,2064,1.24,137.25,22.2,0.21,229,"Ferralsols","Lowland","Qualea_grandiflora"
"Tropics",332,"Lamiaceae","Eudicot","Tectona grandis",154,5.28,0.601,60,1963,2.53,136.14,27,0.08,602,"Cambisols","Lowland","Tectona_grandis"
"Tropics",333,"Fabaceae","Eudicot","Millettia stuhlmannii",155,7.6,0.768,3,2383,1.12,143.75,25.3,0.25,136,"Vertisols","Lowland","Millettia_stuhlmannii"
"Tropics",334,"Burseraceae","Eudicot","Boswellia papyrifera",78,2.32,0.5,10,1304,1.15,136.58,26.8,0.06,497,"Luvisols","Lowland","Boswellia_papyrifera"
"Tropics",335,"Pinaceae","Conifer","Pinus pinceana",125,NA,0.447,18,2722,0.47,121.27,19.3,0.23,146,"Calcisols","High altitude","Pinus_pinceana"
"Tropics",336,"Pinaceae","Conifer","Pinus pinceana",131,NA,0.447,39,2571,0.48,123.81,18,0.2,150,"Leptosols","High altitude","Pinus_pinceana"
"Tropics",337,"Pinaceae","Conifer","Pinus pinceana",135,NA,0.447,18,2297,1.01,127.59,15.6,0.27,172,"Phaeozems","High altitude","Pinus_pinceana"
"Tropics",338,"Pinaceae","Conifer","Pinus pinceana",57,NA,0.447,14,2199,0.75,130.32,15.7,0.24,201,"Phaeozems","High altitude","Pinus_pinceana"
"Tropics",339,"Pinaceae","Conifer","Pinus pinceana",49,NA,0.447,18,2303,0.79,129.43,16.3,0.25,200,"Phaeozems","High altitude","Pinus_pinceana"
"Tropics",340,"Araucariaceae","Conifer","Araucaria cunninghamii",315,2.2,0.451,15,2611,1.86,155.07,20.6,0.66,117,"Cambisols","Lowland","Araucaria_cunninghamii"
"Tropics",341,"Araucariaceae","Conifer","Agathis robusta",255,2.5,0.401,15,2611,1.86,155.07,20.6,0.66,117,"Cambisols","Lowland","Agathis_robusta"
"Tropics",342,"Araucariaceae","Conifer","Agathis robusta",162,2.7,0.401,14,2659,1.56,154.93,19.7,0.48,127,"Nitisols","Lowland","Agathis_robusta"
"Tropics",343,"Fabaceae","Eudicot","Pterocarpus angolensis",91,7.1,0.561,18,3500,0.82,179,22,0.08,513,"Arenosols","Lowland","Pterocarpus_angolensis"
"Tropics",344,"Fabaceae","Eudicot","Pterocarpus angolensis",62,8,0.561,17,3409,0.95,170.73,21.9,0.09,496,"Fluvisols","Lowland","Pterocarpus_angolensis"
"Tropics",345,"Fabaceae","Eudicot","Pterocarpus angolensis",98,7.7,0.561,13,3426,0.89,178.23,22.1,0.09,522,"Fluvisols","Lowland","Pterocarpus_angolensis"
"Tropics",346,"Fabaceae","Eudicot","Pterocarpus angolensis",82,7.6,0.561,6,3714,0.74,181.13,21.5,0.09,503,"Arenosols","Lowland","Pterocarpus_angolensis"
"Tropics",347,"Fabaceae","Eudicot","Sophora chrysophylla",118,3.78,0.636,6,1226,1.07,119.98,9.4,0.36,56,"Leptosols","High altitude","Sophora_chrysophylla"
"Tropics",348,"Fabaceae","Eudicot","Sophora chrysophylla",48,3.72,0.636,6,1232,1.07,119.98,11.7,0.36,56,"Leptosols","High altitude","Sophora_chrysophylla"
"Tropics",349,"Fabaceae","Eudicot","Sophora chrysophylla",83,4.64,0.636,6,1278,1.06,119.6,8.1,0.32,96,"Leptosols","High altitude","Sophora_chrysophylla"
"Tropics",350,"Fabaceae","Eudicot","Poincianella pyramidalis",46,2.92,0.905,21,1849,0.83,132.23,25.6,0.3,49,"Leptosols","Lowland","Poincianella_pyramidalis"
"Tropics",351,"Fabaceae","Eudicot","Centrolobium microchaete",169,NA,0.587,9,1770,1.08,144.28,23.2,0.35,114,"Ferralsols","Lowland","Centrolobium_microchaete"
"Tropics",352,"Fabaceae","Eudicot","Centrolobium microchaete",107,NA,0.587,1,1772,1.11,145.63,24.5,0.35,167,"Lixisols","Lowland","Centrolobium_microchaete"
"Tropics",353,"Fabaceae","Eudicot","Centrolobium microchaete",97,NA,0.587,1,1671,1.12,146.27,24.6,0.33,179,"Ferralsols","Lowland","Centrolobium_microchaete"
"Tropics",354,"Fabaceae","Eudicot","Centrolobium microchaete",85,NA,0.587,9,1671,1.11,146,24,0.34,175,"Ferralsols","Lowland","Centrolobium_microchaete"
"Tropics",355,"Fabaceae","Eudicot","Centrolobium microchaete",213,NA,0.587,5,1781,1.09,145.15,23.2,0.33,115,"Ferralsols","Lowland","Centrolobium_microchaete"
"Tropics",356,"Fabaceae","Eudicot","Centrolobium microchaete",127,NA,0.587,5,1790,1.07,142.95,23.4,0.35,128,"Ferralsols","Lowland","Centrolobium_microchaete"
"Tropics",357,"Fabaceae","Eudicot","Centrolobium microchaete",123,NA,0.587,9,1805,1.08,144.7,23.4,0.34,132,"Ferralsols","Lowland","Centrolobium_microchaete"
"Tropics",358,"Calophyllaceae","Eudicot","Calophyllum brasiliense",151,7,0.589,2,356,1.57,97.67,26,1.23,44,"Gleysols","Lowland","Calophyllum_brasiliense"
"Tropics",359,"Calophyllaceae","Eudicot","Calophyllum brasiliense",199,4.4,0.589,11,778,1.33,128.18,24,0.31,226,"Plinthosols","Lowland","Calophyllum_brasiliense"
"Tropics",360,"Calophyllaceae","Eudicot","Calophyllum brasiliense",221,4.2,0.589,11,778,1.33,128.18,24,0.31,226,"Plinthosols","Lowland","Calophyllum_brasiliense"
"Tropics",361,"Calophyllaceae","Eudicot","Calophyllum brasiliense",143,4.3,0.589,1,534,1.52,92.18,25,0.29,180,"Ferralsols","Lowland","Calophyllum_brasiliense"
"Tropics",362,"Calophyllaceae","Eudicot","Calophyllum brasiliense",171,4.1,0.589,14,368,1.55,88.67,27.3,0.96,148,"Ferralsols","Lowland","Calophyllum_brasiliense"
"Tropics",363,"Calophyllaceae","Eudicot","Calophyllum brasiliense",490,1.9,0.589,4,297,1.37,98.3,27.1,1.06,110,"Gleysols","Lowland","Calophyllum_brasiliense"
"Tropics",364,"Calophyllaceae","Eudicot","Calophyllum brasiliense",133,5,0.589,10,1639,1.16,140.36,26.2,0.3,227,"Plinthosols","Lowland","Calophyllum_brasiliense"
"Tropics",365,"Calophyllaceae","Eudicot","Calophyllum brasiliense",211,4.7,0.589,10,1583,1.16,140.49,26.1,0.3,229,"Acrisols","Lowland","Calophyllum_brasiliense"
"Tropics",366,"Calophyllaceae","Eudicot","Calophyllum brasiliense",77,4.5,0.589,12,841,1.38,112.46,26.8,0.19,320,"Gleysols","Lowland","Calophyllum_brasiliense"
"Tropics",367,"Calophyllaceae","Eudicot","Calophyllum brasiliense",133,4.4,0.589,13,1480,1.19,140.83,26.1,0.28,245,"Acrisols","Lowland","Calophyllum_brasiliense"
"Tropics",368,"Calophyllaceae","Eudicot","Calophyllum brasiliense",134,3.6,0.589,13,1121,1.33,129,25.9,0.19,295,"Ferralsols","Lowland","Calophyllum_brasiliense"
"Tropics",369,"Calophyllaceae","Eudicot","Calophyllum brasiliense",217,3,0.589,36,1410,1.29,135.65,24.6,0.29,234,"Ferralsols","Lowland","Calophyllum_brasiliense"
"Tropics",370,"Calophyllaceae","Eudicot","Calophyllum brasiliense",200,3,0.589,11,778,1.33,128.18,24,0.31,226,"Plinthosols","Lowland","Calophyllum_brasiliense"
"Tropics",371,"Calophyllaceae","Eudicot","Calophyllum brasiliense",73,4.7,0.589,60,1904,1.31,128.46,19.9,0.34,187,"Ferralsols","Lowland","Calophyllum_brasiliense"
"Tropics",372,"Fabaceae","Eudicot","Myroxylon peruiferum",175,5.2,0.824,18,2506,1.16,120.3,20,0.47,211,"Ferralsols","Lowland","Myroxylon_peruiferum"
"Tropics",373,"Fabaceae","Eudicot","Macrolobium acaciifolium",341,3.2,0.551,5,330,1.69,96.25,26.4,1.3,40,"Gleysols","Lowland","Macrolobium_acaciifolium"
"Tropics",374,"Fabaceae","Eudicot","Macrolobium acaciifolium",418,3.1,0.551,14,415,1.56,87.93,27.2,0.96,64,"Gleysols","Lowland","Macrolobium_acaciifolium"
"Tropics",375,"Fabaceae","Eudicot","Macrolobium acaciifolium",443,3.8,0.551,5,480,1.49,88.29,27.3,0.84,76,"Ferralsols","Lowland","Macrolobium_acaciifolium"
"Tropics",376,"Sapotaceae","Eudicot","Manilkara huberi",325,2.15,0.921,2,403,1.5,83,26.9,0.86,62,"Ferralsols","Lowland","Manilkara_huberi"
"Tropics",377,"Combretaceae","Eudicot","Terminalia argentea",82,5.6,0.715,38,3809,1.03,169.08,21.3,0.09,506,"Arenosols","Lowland","Terminalia_argentea"
"Tropics",378,"Combretaceae","Eudicot","Terminalia argentea",44,8.9,0.715,18,3500,0.82,179,22,0.08,513,"Arenosols","Lowland","Terminalia_argentea"
"Tropics",379,"Combretaceae","Eudicot","Terminalia argentea",61,4.2,0.715,39,3376,0.61,173.82,22.5,0.07,556,"Vertisols","Lowland","Terminalia_argentea"
"Tropics",380,"Fabaceae","Eudicot","Baikiaea plurijuga",185,3.9,0.761,38,3809,1.03,169.08,21.3,0.09,506,"Arenosols","Lowland","Baikiaea_plurijuga"
"Tropics",381,"Fabaceae","Eudicot","Baikiaea plurijuga",97,4.8,0.761,18,3500,0.82,179,22,0.08,513,"Arenosols","Lowland","Baikiaea_plurijuga"
"Tropics",382,"Fabaceae","Eudicot","Baikiaea plurijuga",147,3.1,0.761,39,3376,0.61,173.82,22.5,0.07,556,"Vertisols","Lowland","Baikiaea_plurijuga"
"Tropics",383,"Fabaceae","Eudicot","Burkea africana",100,4.1,0.612,38,3809,1.03,169.08,21.3,0.09,506,"Arenosols","Lowland","Burkea_africana"
"Tropics",384,"Fabaceae","Eudicot","Burkea africana",79,5.2,0.612,18,3500,0.82,179,22,0.08,513,"Arenosols","Lowland","Burkea_africana"
"Tropics",385,"Fabaceae","Eudicot","Burkea africana",182,3.3,0.612,39,3376,0.61,173.82,22.5,0.07,556,"Vertisols","Lowland","Burkea_africana"
"Tropics",386,"Euphorbiaceae","Eudicot","Schinziophyton rautanenii",105,7.6,0.17,18,3500,0.82,179,22,0.08,513,"Arenosols","Lowland","Schinziophyton_rautanenii"
"Tropics",387,"Fabaceae","Eudicot","Brachystegia spiciformis",50,4.12,0.672,22,2600,1.18,168.15,22.6,0.09,461,"Podzols","Lowland","Brachystegia_spiciformis"
"Tropics",388,"Apocynaceae","Eudicot","Aspidosperma pyrifolium",46,3.4,0.79,21,1849,0.83,132.23,25.6,0.3,49,"Leptosols","Lowland","Aspidosperma_pyrifolium"
"Tropics",389,"Meliaceae","Eudicot","Cedrela odorata",82,4.62,0.447,38,1807,1.13,132.59,25.9,0.33,56,"Acrisols","Lowland","Cedrela_odorata"
"Tropics",390,"Meliaceae","Eudicot","Cedrela odorata",98,1.04,0.447,33,1620,1.01,130.13,23.6,0.38,44,"Leptosols","Lowland","Cedrela_odorata"
"Tropics",391,"Meliaceae","Eudicot","Cedrela odorata",108,4.36,0.447,18,1795,1.03,132.03,24.9,0.31,48,"Leptosols","Lowland","Cedrela_odorata"
"Tropics",392,"Anacardiaceae","Eudicot","Schinopsis brasiliensis",107,4.24,1.23,14,1757,1.07,131.72,24.8,0.33,39,"Leptosols","Lowland","Schinopsis_brasiliensis"
"Tropics",393,"Malvaceae","Eudicot","Pseudobombax marginatum",62,4.3,0.32,17,1578,1.16,129.91,23,0.46,40,"Leptosols","Lowland","Pseudobombax_marginatum"
"Tropics",394,"Burseraceae","Eudicot","Bursera graveolens",203,2.88,0.32,22,433,1.32,130.25,23.5,0.18,172,"Regosols","Lowland","Bursera_graveolens"
"Tropics",395,"Moraceae","Eudicot","Maclura tinctoria",87,6.02,0.795,22,433,1.32,130.25,23.5,0.18,172,"Regosols","Lowland","Maclura_tinctoria"
"Tropics",396,"Fabaceae","Eudicot","Hymenaea courbaril",241,3.9,0.792,4,399,1.57,79.19,27,0.81,127,"Fluvisols","Lowland","Hymenaea_courbaril"
"Tropics",397,"Bignoniaceae","Eudicot","Handroanthus serratifolius",194,4.1,0.924,4,399,1.57,79.19,27,0.81,127,"Fluvisols","Lowland","Handroanthus_serratifolius"
"Tropics",398,"Vochysiaceae","Eudicot","Qualea ingens",83,7.26,0.647,44,1327,1.36,129.37,25.6,0.21,324,"Ferralsols","Lowland","Qualea_ingens"
"Tropics",399,"Fabaceae","Eudicot","Westia tomentosa",71,3.84,0.723,28,616,1.23,124.06,20.7,0.21,175,"Ferralsols","Lowland","Westia_tomentosa"
"Tropics",400,"Fabaceae","Eudicot","Burkea africana",187,3.6,0.612,14,3275,0.69,172.5,22.7,0.07,528,"Calcisols","Lowland","Burkea_africana"
"Tropics",401,"Fabaceae","Eudicot","Burkea africana",92,3.8,0.612,38,3806,1.03,169.08,21.3,0.09,499,"Arenosols","Lowland","Burkea_africana"
"Tropics",402,"Fabaceae","Eudicot","Pterocarpus angolensis",124,7.92,0.561,14,3275,0.69,172.5,22.7,0.07,528,"Calcisols","Lowland","Pterocarpus_angolensis"
"Tropics",403,"Fabaceae","Eudicot","Pterocarpus angolensis",152,7.28,0.561,38,3806,1.03,169.08,21.3,0.09,499,"Arenosols","Lowland","Pterocarpus_angolensis"
"Tropics",404,"Meliaceae","Eudicot","Toona ciliata",410,7.16,0.376,8,2555,1.23,156.94,22.8,0.23,203,"Arenosols","Lowland","Toona_ciliata"
"Tropics",405,"Simaroubaceae","Eudicot","Simarouba amara",126,3.7,0.383,5,423,1.55,82,26.4,0.55,117,"Ferralsols","Lowland","Simarouba_amara"
"Sub-tropics",406,"Lauraceae","Eudicot","Ocotea elegans",216,2.72,0.62,17,2865,1.22,96.24,18.4,1.14,76,"Arenosols","Lowland","Ocotea_elegans"
"Sub-tropics",407,"Lauraceae","Eudicot","Ocotea elegans",80,3.14,0.62,14,2692,1.24,96.39,14.6,1.15,101,"Acrisols","Lowland","Ocotea_elegans"
"Sub-tropics",408,"Rosaceae","Eudicot","Kageneckia angustifolia",163,2.32,0.619,12,3315,0.46,111.43,7.7,0.13,436,"Leptosols","High altitude","Kageneckia_angustifolia"
"Sub-tropics",409,"Asteraceae","Eudicot","Proustia cuneifolia",126,1.78,0.642,16,3177,0.45,113.65,8,0.09,390,"Leptosols","High altitude","Proustia_cuneifolia"
"Sub-tropics",410,"Solanaceae","Eudicot","Fabiana imbricata",81,2.08,0.498,5,2708,0.35,120.13,4.1,0.12,296,"Leptosols","High altitude","Fabiana_imbricata"
"Sub-tropics",411,"Pinaceae","Conifer","Abies spectabilis",238,NA,0.366,22,4508,1.44,117.6,10.7,0.43,122,"Leptosols","High altitude","Abies_spectabilis"
"Sub-tropics",412,"Pinaceae","Conifer","Cedrus deodara",264,NA,0.47,16,4717,1.16,113.48,10.9,0.7,357,"Cambisols","High altitude","Cedrus_deodara"
"Sub-tropics",413,"Pinaceae","Conifer","Abies spectabilis",243,NA,0.366,14,4297,1.57,118.21,14.6,0.32,269,"Leptosols","High altitude","Abies_spectabilis"
"Sub-tropics",414,"Pinaceae","Conifer","Abies spectabilis",283,NA,0.366,14,4562,1.16,116.34,7.1,0.51,382,"Leptosols","High altitude","Abies_spectabilis"
"Sub-tropics",415,"Pinaceae","Conifer","Abies spectabilis",253,NA,0.366,22,4370,1.85,121.55,14.5,0.38,330,"Cambisols","High altitude","Abies_spectabilis"
"Sub-tropics",416,"Pinaceae","Conifer","Tsuga dumosa",409,NA,0.405,14,5267,1.23,119.01,-3.9,0.33,297,"Leptosols","High altitude","Tsuga_dumosa"
"Sub-tropics",417,"Pinaceae","Conifer","Abies spectabilis",371,NA,0.366,22,4795,0.97,116.88,1.2,0.44,243,"Cambisols","High altitude","Abies_spectabilis"
"Sub-tropics",418,"Pinaceae","Conifer","Abies spectabilis",182,NA,0.366,22,4795,0.97,116.88,1.2,0.44,243,"Cambisols","High altitude","Abies_spectabilis"
"Sub-tropics",419,"Pinaceae","Conifer","Pinus wallichiana",249,NA,0.385,14,4562,1.16,116.34,7.1,0.51,382,"Leptosols","High altitude","Pinus_wallichiana"
"Sub-tropics",420,"Pinaceae","Conifer","Pinus roxburghii",296,NA,0.327,14,4515,1.21,120.04,8.4,0.48,417,"Leptosols","High altitude","Pinus_roxburghii"
"Sub-tropics",421,"Meliaceae","Eudicot","Cedrela fissilis",211,4,0.467,21,3595,1.14,107.13,20.2,0.98,46,"Ferralsols","Lowland","Cedrela_fissilis"
"Sub-tropics",422,"Pinaceae","Conifer","Abies delavayi",220,NA,0.4,1,6008,1.06,127.16,1.6,0.27,167,"Glaciers","High altitude","Abies_delavayi"
"Sub-tropics",423,"Pinaceae","Conifer","Larix griffithii",212,NA,0.463,4,5891,1.06,127.16,4.8,0.27,160,"Leptosols","High altitude","Larix_griffithii"
"Sub-tropics",424,"Cupressaceae","Conifer","Juniperus tibetica",917,NA,0.483,14,6918,0.86,131.35,3.7,0.17,200,"Leptosols","High altitude","Juniperus_tibetica"
"Sub-tropics",425,"Podocarpaceae","Conifer","Podocarpus lambertii",74,6.8,0.45,38,2667,1.21,98.29,17.1,1.06,111,"Acrisols","Lowland","Podocarpus_lambertii"
"Sub-tropics",426,"Pinaceae","Conifer","Pinus massoniana",180,NA,0.485,18,6513,1.4,100.71,18.4,0.75,110,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",427,"Pinaceae","Conifer","Tsuga longibracteata",174,NA,0.52,14,5764,1.4,104.99,15.2,0.92,98,"Alisols","Lowland","Tsuga_longibracteata"
"Sub-tropics",428,"Cupressaceae","Conifer","Chamaecyparis obtusa",772,NA,0.49,18,3578,1.64,99.74,13.3,1.15,60,"Cambisols","High altitude","Chamaecyparis_obtusa"
"Sub-tropics",429,"Pinaceae","Conifer","Pinus taiwanensis",101,2.46,0.447,22,5212,1.34,106.1,13,0.86,88,"Alisols","High altitude","Pinus_taiwanensis"
"Sub-tropics",430,"Pinaceae","Conifer","Pinus taiwanensis",115,3.66,0.447,22,5212,1.34,106.1,13,0.86,88,"Alisols","High altitude","Pinus_taiwanensis"
"Tropics",431,"Pinaceae","Conifer","Pinus cembroides",165,NA,0.447,18,3861,0.63,131.6,20.9,0.1,203,"Regosols","Lowland","Pinus_cembroides"
"Tropics",432,"Pinaceae","Conifer","Pinus hartwegii",251,NA,0.48,14,1102,1.23,135.03,7.4,0.23,148,"Regosols","High altitude","Pinus_hartwegii"
"Tropics",433,"Pinaceae","Conifer","Pinus hartwegii",318,NA,0.48,14,1070,1.2,135.43,6.9,0.26,118,"Regosols","High altitude","Pinus_hartwegii"
"Tropics",434,"Pinaceae","Conifer","Pinus hartwegii",157,NA,0.48,14,1123,1.17,137.09,6.9,0.25,157,"Nitisols","High altitude","Pinus_hartwegii"
"Tropics",435,"Pinaceae","Conifer","Pinus hartwegii",428,NA,0.48,14,1540,1.1,127.8,11.5,0.31,228,"Phaeozems","High altitude","Pinus_hartwegii"
"Tropics",436,"Pinaceae","Conifer","Pinus hartwegii",259,NA,0.48,18,1970,1.27,137.46,13.3,0.23,177,"Regosols","High altitude","Pinus_hartwegii"
"Sub-tropics",437,"Pinaceae","Conifer","Pinus hartwegii",387,NA,0.48,14,2487,0.72,103.08,11.6,0.32,165,"Leptosols","High altitude","Pinus_hartwegii"
"Sub-tropics",438,"Pinaceae","Conifer","Pinus hartwegii",589,NA,0.48,38,5123,0.67,96.89,22.4,0.33,56,"Calcisols","High altitude","Pinus_hartwegii"
"Tropics",439,"Pinaceae","Conifer","Pinus hartwegii",259,NA,0.48,14,985,1.47,129.13,5.1,0.45,148,"Phaeozems","High altitude","Pinus_hartwegii"
"Tropics",440,"Pinaceae","Conifer","Pinus hartwegii",463,NA,0.48,14,1005,1.24,128.42,5.6,0.34,172,"Phaeozems","High altitude","Pinus_hartwegii"
"Tropics",441,"Pinaceae","Conifer","Pinus hartwegii",284,NA,0.48,18,1089,1.31,133.54,8.4,0.35,144,"Regosols","High altitude","Pinus_hartwegii"
"Sub-tropics",442,"Pinaceae","Conifer","Pinus massoniana",150,NA,0.485,14,8205,1.24,101.34,12.2,1.01,90,"Luvisols","Lowland","Pinus_massoniana"
"Sub-tropics",443,"Pinaceae","Conifer","Pinus massoniana",146,NA,0.485,18,8231,1.34,100.67,14.5,1.01,86,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",444,"Pinaceae","Conifer","Pinus massoniana",110,NA,0.485,2,8437,0.17,123.71,22.1,0.05,114,"Sand Dunes","Lowland","Pinus_massoniana"
"Sub-tropics",445,"Pinaceae","Conifer","Pinus taiwanensis",144,NA,0.447,14,7759,1.33,101.19,10.5,1.03,91,"Luvisols","Lowland","Pinus_taiwanensis"
"Sub-tropics",446,"Pinaceae","Conifer","Pinus taiwanensis",177,NA,0.447,14,8019,1.29,99.91,11.4,0.98,93,"Luvisols","Lowland","Pinus_taiwanensis"
"Sub-tropics",447,"Pinaceae","Conifer","Pinus massoniana",190,NA,0.485,18,8162,1.29,92,15.5,1.05,75,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",448,"Pinaceae","Conifer","Pinus massoniana",189,NA,0.485,18,7524,1.31,91.01,18,0.92,106,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",449,"Pinaceae","Conifer","Pinus massoniana",144,NA,0.485,18,7462,1.38,92.15,16.6,1.01,110,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",450,"Pinaceae","Conifer","Pinus massoniana",162,NA,0.485,14,7738,1.25,87.17,14.7,0.91,40,"Luvisols","Lowland","Pinus_massoniana"
"Sub-tropics",451,"Pinaceae","Conifer","Pinus massoniana",107,NA,0.485,28,7732,1.27,83.19,17,1,54,"Anthrosols","Lowland","Pinus_massoniana"
"Sub-tropics",452,"Pinaceae","Conifer","Pinus massoniana",196,NA,0.485,22,8023,1.31,96.73,18.9,0.78,87,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",453,"Pinaceae","Conifer","Pinus massoniana",143,NA,0.485,18,7642,1.24,82.55,15.4,0.97,51,"Alisols","Lowland","Pinus_massoniana"
"Sub-tropics",454,"Pinaceae","Conifer","Pinus massoniana",202,NA,0.485,14,7533,1.38,93.41,15.1,1.03,90,"Alisols","Lowland","Pinus_massoniana"
"Sub-tropics",455,"Pinaceae","Conifer","Pinus massoniana",222,NA,0.485,18,7983,1.4,99.75,18.4,0.94,90,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",456,"Pinaceae","Conifer","Pinus massoniana",198,NA,0.485,22,7441,1.47,100.62,13.3,1.02,93,"Alisols","Lowland","Pinus_massoniana"
"Sub-tropics",457,"Pinaceae","Conifer","Pinus massoniana",160,NA,0.485,18,6260,1.39,99.38,17.4,0.74,108,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",458,"Pinaceae","Conifer","Pinus massoniana",166,NA,0.485,22,8560,1.27,99.27,16.8,1.02,87,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",459,"Pinaceae","Conifer","Pinus massoniana",150,NA,0.485,14,7633,1.34,98.27,12.2,1.01,83,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",460,"Pinaceae","Conifer","Pinus massoniana",173,NA,0.485,18,7126,1.35,95.86,10.4,1.03,68,"Cambisols","Lowland","Pinus_massoniana"
"Sub-tropics",461,"Pinaceae","Conifer","Pinus massoniana",215,NA,0.485,14,8228,1.24,101.19,13.1,1.01,77,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",462,"Pinaceae","Conifer","Pinus massoniana",128,NA,0.485,18,7486,1.31,101.59,14.3,1.02,77,"Regosols","Lowland","Pinus_massoniana"
"Sub-tropics",463,"Pinaceae","Conifer","Pinus massoniana",236,NA,0.485,22,8472,1.19,91.45,17.1,0.98,57,"Anthrosols","Lowland","Pinus_massoniana"
"Sub-tropics",464,"Pinaceae","Conifer","Pinus massoniana",180,NA,0.485,18,8289,1.42,100.61,16,1.02,101,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",465,"Pinaceae","Conifer","Pinus massoniana",199,NA,0.485,18,6892,1.55,101.4,15.1,1.03,106,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",466,"Pinaceae","Conifer","Pinus massoniana",154,NA,0.485,14,7006,1.52,101.4,16.5,1.01,95,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",467,"Pinaceae","Conifer","Pinus massoniana",67,NA,0.485,40,6774,1.36,95.93,20.8,0.6,127,"Acrisols","Lowland","Pinus_massoniana"
